,word,language,documents
265,milden,gml,AM08-0073_109r.org UUB-C496_002r.org AM08-0073_044r.org AM08-0073_013r.org
266,milder,gml,UUB-C496_091v.org AM08-0073_099r.org
267,mildeste,gml,AM08-0073_044r.org
268,mildh,other,AM08-0070_254r.org
269,mildhe,other,AM08-0070_254r.org
270,mildheit,gml,AM08-0073_013r.org
271,mildhet,da,Holm-A-0042_055r.org
272,mildheyt,gml,AM08-0073_013r.org
273,mildicheit,gml,NKS08-0045_187r.org AM08-0073_109r.org AM12-0417_050r.org AM12-0417_063r.org
274,mildichliker,gml,AM08-0073_109r.org
275,milhet,da,NKS08-0045_120v.org
276,milheth,da,AM08-0072_128r.org AM08-0072_128v.org
277,mille,da,AM08-0072_126r.org AM08-0072_127r.org
278,millelik,da,AM08-0072_127r.org
279,millest,da,AM08-0075_063r.org
280,min,da,GKS04-1613_161r.org AM04-0789_002v.org AM12-0420_026r.org
281,min,gml,Speghel_R1r.org
282,mine,gml,AM08-0073_013r.org
283,minen,other,AM08-0070_254r.org
284,minen,gml,Speghel_R1r.org
285,miner,gml,Speghel_R1r.org
286,mines,gml,Beschauwing_009.org
287,minschen,gml,AM12-0417_050r.org
288,minæ,da,AM08-0072_127r.org
289,mir,da,AM12-0420_026r.org
290,mir,gml,Koln-W52_167r.org
291,mirakel,gml,Arndes1487_265r.org
292,mirram,da,Thott04-0553_125v.org
293,mirre,da,Lund-0035_064v.org Holm-A-0042_095v.org
294,mirre,gml,UUB-C496_095r.org
295,mirren,gml,Hamburg-CodConv-6_002r.org Beinecke-0218_127r.org
296,misael,gml,AM08-0073_054v.org
297,mischund,da,AM04-0789_002v.org
298,mischundelig,da,AM04-0789_001r.org
299,miscundeligheed,da,AM08-0075_009r.org
300,miscundh,da,GKS04-1613_161r.org AM08-0075_022v-4.org
301,miscundhet,da,GKS04-1613_161r.org
302,miscwnnelykthet,da,AM08-0072_128r.org AM08-0072_128v.org
303,misdederen,gml,AM08-0073_013r.org
304,miserere,gml,AM08-0070_003r.org
305,misericordia,other,Holm-A-0042_032r.org Kalmar-0033_037v.org
306,misericordie,other,Holm-A-0042_032r.org Kalmar-0033_037v.org
307,miseris,other,Holm-A-0042_032r.org Kalmar-0033_037v.org
308,misheghelich,gml,AM08-0073_165v.org
309,miskund,da,AM08-0073_098r.org Holm-A-0042_053r.org AM08-0075_063r.org
310,miskundelikhes,da,AM08-0072_127r.org
311,miskundt,da,AM08-0073_098r.org
312,miskundælighet,da,Holm-A-0042_055v.org
313,miskwnd,da,Holm-A-0042_055r.org NKS08-0045_120v.org
314,miskwndh,da,Lund-0035_023v.org
315,miskwndhæ,da,Lund-0035_038v.org
316,miskwndz,da,Holm-A-0042_055r.org
317,miskwndæ,da,NKS08-0045_120v.org
318,missen,gml,GKS08-3423_020r.org GKS08-3487_001r.org
319,missing,gml,AM08-0073_109r.org Guelf-1025Novi_230r.org
320,mistrostich,gml,AM08-0073_082v.org
321,mistwttich,gml,AM08-0073_087r.org
322,mit,da,Holm-A-0042_053r.org AM04-0789_001r.org Thott04-0553_021r.org
323,mit,gml,AM12-0417_001r.org GKS08-3423_211r.org AM08-0073_077r.org AM08-0073_099r.org AM08-0073_237v.org AM08-0073_109r.org AM08-0073_082v.org Beschauwing_009.org AM08-0073_071r.org Hamburg-CodConv-6_002r.org NKS08-0045_174r.org AM08-0073_088v.org AM08-0070_001r.org NKS08-0045_194r.org Beinecke-0218_127r.org AM08-0073_044r.org AM08-0073_013r.org Arndes1487_265r.org AM08-0073_080r.org AM08-0073_055r.org AM08-0073_054v.org AM08-0073_074v.org AM04-0782_091r.org NKS08-0045_166r.org AM12-0417_063r.org
324,mith,da,AM04-0789_001r.org NKS08-0045_120v.org AM04-0789_002v.org Thott04-0553_125v.org Lund-0035_038v.org AM08-0075_009r.org AM08-0072_127r.org
325,mjn,da,AM04-0789_002v.org
326,mjserere,gml,AM08-0073_013r.org
327,mmaria,gml,Guelf-1025Novi_230r.org
328,mo,gml,AM08-0073_077r.org AM08-0073_099r.org GKS08-3423_109v.org
329,mochte,gml,AM08-0070_003r.org AM08-0073_044r.org
330,mochten,gml,AM12-0417_001r.org AM08-0073_080r.org
331,mod,da,GKS04-1613_161r.org NKS08-0045_120v.org
332,mode,gml,AM08-0073_054v.org
333,moder,da,AM08-0070_253v.org AM04-0782_216v.org AM04-0789_001r.org AM04-0784_300r.org Thott04-0553_125v.org Holm-A-0042_095v.org AM12-0421_030r.org AM12-0420_026r.org GKS04-1614_001r.org
334,moder,gml,UUB-C496_091v.org GKS08-3423_211r.org AM08-0073_077r.org Gott-Theol242f_103r.org AM08-0073_099r.org AM08-0073_165v.org AM08-0073_082v.org Beschauwing_009.org AM12-0417_050r.org AM08-0070_003r.org AM08-0073_071r.org AM08-0073_067r.org UUB-C496_002r.org Guelf-1155Helmst_308v.org AM08-0073_093r.org GKS08-3487_009v.org Hamburg-CodConv-6_002r.org AM08-0073_088v.org Guelf-1025Novi_230r.org AM12-0417_073v.org Beinecke-0218_127r.org AM08-0073_044r.org AM08-0073_013r.org UUB-C496_095r.org Arndes1487_265r.org AM08-0073_080r.org AM08-0073_055r.org AM08-0073_054v.org GKS08-3423_111r2.org AM08-0073_074v.org GKS08-3487_001r.org GKS08-3487_104v.org UBB-C496_019v.org AM12-0417_063r.org
335,moder,other,AM08-0070_254r.org Guelf08-6114Aug_181r.org
336,moderen,da,AM08-0079Ieta_001r.org
337,moders,da,Holm-A-0042_055v.org Thott04-0553_021r.org
338,modest,gml,AM08-0073_013r.org
339,modh,da,Holm-A-0042_055v.org Holm-A-0042_053r.org AM04-0789_001r.org AM04-0782_001r.org NKS08-0045_120v.org Lund-0035_038v.org AM04-0784_080r.org
340,modher,gml,AM08-0070_003r.org AM08-0070_001r.org
341,modher,da,AM12-0421_072r.org AM04-0784_092r.org AM04-0782_001r.org Thott04-0553_125v.org AM08-0070_247r_m.org AM12-0421_030r.org AM04-0784_080r.org AM08-0072_127r.org
342,modherlig,da,AM12-0421_030r.org
343,modicheit,gml,UBB-C496_019v.org
344,modighe,gml,AM08-0073_082v.org
345,modighen,gml,AM08-0073_054v.org
346,modær,da,Lund-0035_064v.org Holm-A-0042_095v.org
